n_runs,test_size,mean_acc_logreg,mean_acc_rf,stability_spearman_logreg,stability_spearman_rf,mean_feature_var_logreg,mean_feature_var_rf,mean_acc_logreg_pruned,mean_acc_rf_pruned,std_acc_logreg,std_acc_rf,std_acc_logreg_pruned,std_acc_rf_pruned,stability_spearman_logreg_pruned,stability_spearman_rf_pruned,mean_feature_var_logreg_pruned,mean_feature_var_rf_pruned,mean_n_features_kept,stability_spearman_logreg_ci_low,stability_spearman_logreg_ci_high,stability_spearman_rf_ci_low,stability_spearman_rf_ci_high,stability_spearman_logreg_pruned_ci_low,stability_spearman_logreg_pruned_ci_high,stability_spearman_rf_pruned_ci_low,stability_spearman_rf_pruned_ci_high
30,0.3,0.976998050682261,0.9610136452241712,0.8346249344738087,0.9555746487156865,0.017289357478050247,7.203130861883119e-05,0.9725146198830407,0.9559454191033135,0.009582540920779955,0.013764732708084024,0.008571343776557907,0.016014052187712045,0.7614759694679912,0.7273619475023334,0.08459788521324058,0.001113177370190851,18.933333333333334,0.8289037372303836,0.8401924232544461,0.9544330737856878,0.9567437893956247,0.747713116745298,0.7758827816347665,0.7106104867477273,0.7434975771291218
