mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
0.04921059797926537,0.010205826775033271,0.04818634622112544,0.04368563797869027,0.005091850599618136,0.015071047696327364,0.04180220448302958,0.09070493133481361,0.004034932998613807,0.0036856816518408986,0.009061312012901706,0.0031995292191192956,0.012215971980034698,0.02345836454967214,0.004184154667253896,0.003002636441484522,0.0053149366260937725,0.004910903725469778,0.0033578829521011618,0.002530548697419669,0.08942966426017095,0.014757727008953914,0.17263730248934772,0.1157983129348147,0.010119690734299145,0.014130955603324726,0.02869236204611621,0.15616871666907153,0.008945456897740366,0.006404512766252148
0.04268685158336697,0.0149711264990529,0.03817166016765354,0.04392264130941067,0.005081306436904011,0.010243613018965505,0.03860599272913258,0.11389894020463621,0.0038760824965531,0.003690481986329911,0.017294695696738346,0.006088518911561842,0.016407005498832023,0.05495764845977559,0.004223687848484982,0.004735688742178077,0.00705090089621635,0.0053049084973451,0.0035199256594506518,0.004253267185221389,0.1016922062626668,0.019798311226928156,0.14599141481501848,0.11431561798691171,0.012654335623628494,0.01599583052576302,0.025943533822718738,0.11170250958036464,0.007125496751822821,0.005795799576367476
0.04470041725410735,0.0117121682495062,0.04920490468205299,0.03631553662408599,0.004883687490674288,0.01092587114474394,0.0724861693578675,0.11662316067101094,0.003953517622169684,0.003696368246593297,0.017456134355793494,0.005428284008669233,0.015076186339867665,0.04188396592872227,0.004167352229611646,0.0036258020319163537,0.004315504514889384,0.0051505533518717075,0.003548894456274096,0.0036540857209797855,0.0945492075983931,0.01362623017830179,0.12576825698604732,0.0957177729410407,0.009170205429524035,0.01565552777280477,0.03425328574204495,0.13643415673132872,0.008578966350787608,0.007437825988319232
0.032195294834414495,0.01801229450865322,0.04904475195626441,0.04413584335505645,0.0067269925539767605,0.008140173511305969,0.05005382781402771,0.09234593951513911,0.003759581503126695,0.004327595376309488,0.016493299244155345,0.0038586756636013755,0.01567416927198116,0.044537953073562904,0.003808208581651383,0.005202402599244289,0.006477615948794571,0.006222131805634047,0.006352990900829211,0.006058722677904875,0.10878061517360042,0.017114444199739984,0.14264801638940175,0.11393029498655316,0.014921469205326936,0.017381906370507298,0.0310016890289405,0.114512824635481,0.009083285468230083,0.007196989846585431
0.054376216594598153,0.01978498368700537,0.05285385137056492,0.05289912015056928,0.0060763250478890534,0.01567859214514631,0.0550573645899664,0.09218096404757212,0.0034189970323026263,0.004745277452905231,0.007325061512254928,0.005348935209808083,0.015497552116000199,0.04320871710920679,0.0041519481609066135,0.004524699879233631,0.005489570011294082,0.006485536674462317,0.00395546960995803,0.0051492359359307256,0.10485400080090207,0.02844462616872848,0.12826920007811093,0.11509314725161435,0.012719687850255084,0.012916539461162344,0.031045765015892124,0.09546538446400245,0.00781828702146456,0.005164943550292692
0.03303886577567417,0.015225680009543852,0.043757959010277056,0.040136539677846694,0.006426052114950113,0.014840002557424938,0.06588823283769377,0.11041329911363709,0.00462475436655941,0.003912388525259073,0.013035016098316707,0.003754016086918547,0.018109248493992498,0.032610169092262255,0.00429643643986176,0.004566527533259004,0.007843375485384085,0.006377998624074248,0.0037354576397718086,0.004562683502396083,0.10047169887812703,0.02122903395279788,0.14312175518296053,0.09414980649997973,0.011434536371824955,0.013352862047995993,0.04351790948209898,0.11660117040363852,0.011433214746036442,0.007533309449436854
0.037844850551783125,0.014636997976101003,0.04723233653214343,0.050030435004079034,0.006192597827278094,0.008446643790846224,0.041448036033703596,0.07754733392900252,0.0048872798952423226,0.004403103953573455,0.020387457390984905,0.003991074296819,0.01670708187006472,0.034644478447962014,0.004525190764366147,0.004463229422802108,0.0072035244138685195,0.005787385395235951,0.004898895285202328,0.005355493527062423,0.11847270301726398,0.0199244187071116,0.117208406957389,0.10719370806883508,0.013215736691485104,0.011500710528672636,0.03983443878392491,0.15214700015236063,0.014830020101559213,0.005039430683277041
0.03298597714876938,0.019259598081745193,0.04688028388765987,0.04768066691867664,0.006551904157365027,0.012182682201951064,0.03491526496130038,0.08076582634276094,0.003641612775176789,0.004754690206759616,0.0153118760677915,0.003577603364176404,0.01495093760572028,0.029333661723057586,0.005413993634977182,0.0042091845917042675,0.0047810971657307084,0.004159493333400727,0.0041194334590379305,0.004722952269502463,0.13825403811134987,0.02576563660087279,0.12392918068694835,0.13473171312520693,0.016056458990554936,0.022886843155472982,0.03310073962820286,0.10021574329027537,0.017289926897873044,0.0075709796159789886
0.04106082387915982,0.016620271418301153,0.047043679681203834,0.040893594221531014,0.008297126176541924,0.007594810426368734,0.052813109221199625,0.09601502896446822,0.0048790569073452585,0.004250617856530276,0.017781089543488456,0.004128408379647363,0.010774516757144723,0.032117441748934654,0.00420977019596442,0.00453877193228121,0.0077973419318679935,0.005305654944570175,0.0049222457482852025,0.004901935739094025,0.09497087930664437,0.018058541865093966,0.09390211674497087,0.14558807001314725,0.016557553000245192,0.01698690818773114,0.03849205212726215,0.13639005809228863,0.01562990557963497,0.007478619409053368
0.05057791897452005,0.016493820285407336,0.05575547732704367,0.04965892754831169,0.006461265598887139,0.007871945448503859,0.043096543252270914,0.0857499687983496,0.004420538933034726,0.004509735308349086,0.017284668696753634,0.005784937937075818,0.011838034747835697,0.023712909512073995,0.003606328560801136,0.004601350396442538,0.00536945399030589,0.004080481438533449,0.005246950131144313,0.004989277594705357,0.1177112231299155,0.022439358831594012,0.12787743735857057,0.12922030935755846,0.015172032621020081,0.013795448447550802,0.029366119484354847,0.11617404616651542,0.0107772702873904,0.0063562198351799735
0.04217053655030135,0.01261421980195129,0.03737561412621499,0.037318914003565,0.004391427799031837,0.012789985547360433,0.06974398974279901,0.10368279563725678,0.0029027494483592604,0.0043364407941336395,0.01064539971917699,0.004169957163237629,0.011925113923306892,0.02895743179411121,0.004972536869470499,0.005221134570244801,0.008295340101250718,0.004049839322701531,0.003552414106351111,0.006665830347070992,0.09242756646401792,0.014807327953547814,0.13041768548865543,0.09981943414947646,0.012971822753381946,0.015336981458109595,0.04879002646668885,0.15237794909566527,0.009807152512273102,0.0074623822902875996
0.0425542263007544,0.01720323242902931,0.04133037979960506,0.04753397451540809,0.008497573031007784,0.010086962786055483,0.05808509761313889,0.08414181942175392,0.005471498373544943,0.004227541303502952,0.01818857076611191,0.00521237769574157,0.01714447578107485,0.04986734321834428,0.003835962506038104,0.005110334083309345,0.0064857286333746015,0.006405741195373305,0.00464802318608475,0.00568157925474955,0.07733339664305547,0.01770712805487231,0.14035052679073637,0.10147810217724065,0.011508649817069092,0.01569082704141119,0.03482499269341349,0.14222047183344008,0.010704093719304456,0.006469369335453626
0.04373236328607883,0.012140934491678515,0.05956503610933823,0.06821664473537842,0.006095566327923537,0.015086743736848849,0.05489841442876367,0.07588490270204336,0.002965940499103781,0.0048806192448888714,0.018308123664400943,0.004315021508325542,0.013664681256718374,0.02674592835863234,0.004302067919196751,0.0037256990893130538,0.005490995615714407,0.004315072030687121,0.004003774788452239,0.004415838439155221,0.11451396543246317,0.01376836524018726,0.11693481912695788,0.14032151288593275,0.0122564843115024,0.01502785694078012,0.03079414196980317,0.1090928351568594,0.008671236557957417,0.00586441414491434
0.02995723740889021,0.01810153727079882,0.045317268713881906,0.03569273915648694,0.006777139514906804,0.01171416488876097,0.06553993889381643,0.15582717043025374,0.003256816315739391,0.004347160184878591,0.017500642431945178,0.0051514896452658976,0.014135427527288542,0.04331011054543375,0.004985599119353246,0.0034544986782230613,0.004423784514059222,0.005388465458025109,0.00341503954946632,0.00514967829909742,0.1085229381604995,0.02057700740774794,0.08701654563635375,0.08501761354770154,0.013998111619658636,0.015883210682060295,0.043814544069038536,0.1271818993927941,0.008401449281048386,0.00614077165652597
0.03738168210628931,0.01732295954375023,0.03862564120116119,0.034817136614767985,0.005361425638325927,0.013648750401657911,0.06901594261817956,0.10140135552166123,0.0036505409304600075,0.003071332368480878,0.01651478848733485,0.003982032800819311,0.011523399742394191,0.02859354588796683,0.004154598142881387,0.00529072666953966,0.008663787334373063,0.005030326374689881,0.006342459626889151,0.005991105451795223,0.10879828635360425,0.018197508771910967,0.10658754714706349,0.08822539715347598,0.013111230313997461,0.016673822474399014,0.059814647327743733,0.14991605344000328,0.010404925908098347,0.007887043646285797
0.04561946600415379,0.012263246809264272,0.054212857126052595,0.050083771850525184,0.0061354764116998296,0.011932135534888123,0.02918610789893761,0.08011765137900038,0.003497457555792286,0.004149523760593163,0.01212652209051379,0.003616797658946024,0.009109424686813394,0.03004876571169532,0.004103926835588917,0.0044313178268884125,0.007166960357789831,0.0037821892513755363,0.004370444594927045,0.005185939987648158,0.13135290297850227,0.01715894863978608,0.15260423768624176,0.12039236127914389,0.013689556487243414,0.017849537569792795,0.041287049538051866,0.10430522395259688,0.012382252732549148,0.00783794580299829
0.034523986780694196,0.014796584136334336,0.04722308982798251,0.04001920656799148,0.00783882194297599,0.01046776079342863,0.047530755547905236,0.1664712652585846,0.0035725756330601665,0.0029522250864828237,0.015398115103000225,0.0047762958871705955,0.013486056269438773,0.032780067567294444,0.003968519891806957,0.0027657952399909166,0.005347295995651537,0.006177802603059265,0.003489577969955917,0.004070776375071953,0.08455513909157084,0.01634793424986503,0.11586011472563976,0.1256299196196005,0.014032777335813868,0.007918464465757164,0.03502594323155832,0.11887009186852293,0.006861096901150539,0.007241944032640402
